f2,f3,f5,f11,f13,f15,f18,f20,f21,f24,f26,f27,f28,f29,f31,f38,f40,f42,f45,f47,f49,f50,f56,f58,f64,f65,f71,f72,f73,f75,f79,f81,f86,f88,f91,f97,f98,f102,f106,f109,f112,f114,f115,f116,f127,f128,f130,f133,f134,f138,f144,f145,f146,f148,f149,f158,f167,f173,f176,f181,f182,f188,f189,f192,f194,f195,f196,Filename,Class Label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038439915801209444,0.020310253826803345,0.0,0.0,0.03914984210780216,0.0,0.0,0.003550535125011406,0.0,0.03454402607633364,0.04076789277729644,0.044362336132305995,0.0,0.039111213958313705,0.0,0.037717006363901476,0.03745663503165056,0.0,0.04174391291018718,0.030044742870826813,0.0,0.04304965877340258,0.0449433898182782,0.04065331686611445,0.04246748020074983,0.04191380583808346,0.03796489071150862,0.0,0.0,0.03269371748766828,0.0,0.046334629639517524,0.03900603629666082,0.0436392258833242,0.016460519416151852,0.04967605020679667,0.03826748999352221,0.011636345956906815,0.0,0.0,0.029840173285559945,0.04916065561571592,0.0,0.0,0.03713448306955446,0.0,0.002301673583113725,0.0,0.0,0.0,0.0,0.04080274749305632,0.03949827642238099,0.0,0.0,0.01800952169074362,0.040110777233137954,0.03579108081592635,0.0,0.0,1.png,2
0.0,0.0,0.0,0.30458992649995015,0.0,0.0,0.0,0.1715983268365237,0.1762154508768787,0.0,0.0,0.18070147356179234,0.0,0.0,0.2128779630004329,0.0,0.17761225145987206,0.17335683004875463,0.17798128409197236,0.0,0.17614203837743572,0.0,0.1713613999807664,0.18471679737824312,0.0,0.17494147297489618,0.16840868244102938,0.0,0.16821487928535392,0.16789381060556197,0.17368171404066715,0.16278257771574972,0.169867171900124,0.16696678330015485,0.0,0.0,0.19018795527809038,0.0,0.1695288144534604,0.1692106330603539,0.16794228493544228,0.1738332023253483,0.1639481683196501,0.1751673752190629,0.2212767273308703,0.0,0.0,0.2049648955035974,0.014128707812637128,0.0,0.0,0.18291180088502643,0.0,0.0,0.0,0.0,0.0,0.0,0.18003126616834453,0.1663067788171172,0.0,0.0,0.15108419922273206,0.16743587307722185,0.17921364260498113,0.0,0.0,10.jpg.png,2
0.0,0.0,0.0,0.007083435474747883,0.0,0.0,0.0,0.04105221328737696,0.023621663818769137,0.0,0.0,0.04115894429702585,0.0,0.0,0.009024463581548226,0.0,0.037166207322313745,0.042916063559967306,0.0464052809333033,0.0,0.04381141474730902,0.0,0.0402452833678218,0.039883900375347364,0.0,0.0432516598098923,0.034074761032748806,0.0,0.044876733866158744,0.0467331848880447,0.04270959856735641,0.043784614029056625,0.04368769417193902,0.04028140177981702,0.0,0.0,0.035873325330808226,0.0,0.04789792617728649,0.04114018757600256,0.045843928137744495,0.021575516598460003,0.04950556556610652,0.0404709657404762,0.020556041050984693,0.0,0.0,0.03383518591020295,0.04246794759275305,0.0,0.0,0.03955318920750439,0.0,0.0,0.0,0.0,0.0,0.0,0.043089949635441806,0.04153713924431023,0.0,0.0,0.022142212999749163,0.04217165563540483,0.038419728112203205,0.0,0.0,10.png,2
0.0,0.0,0.0,0.0016970934009058578,0.0,0.0,0.0,0.05737850856230448,0.0438162869045181,0.0,0.0,0.05626628281736804,0.0,0.0,0.0,0.0,0.05381890245094499,0.05551034765314382,0.05964088432116652,0.0,0.05128179318552999,0.0,0.05601005896337049,0.05339517047923097,0.0,0.05845024575388218,0.060929314078988786,0.0,0.05945812066744483,0.06331145462889771,0.05746704470733604,0.05867910171930286,0.058999019852405944,0.05730516067893933,0.0,0.0,0.056651907683715634,0.0,0.06171429131299537,0.05692073443593354,0.060789427187167504,0.04970768072091336,0.06477476518721657,0.05621105432705446,0.04159374169614902,0.0,0.0,0.04409477798443674,0.0,0.0,0.0,0.05621553040794116,0.0,0.0,0.0,0.0,0.0,0.0,0.056917872663420715,0.0581084297738823,0.0,0.0,0.053106172511127044,0.05778542017436193,0.05295078385513236,0.0,0.0,100.png,2
0.0,0.0,0.0,0.254546715960237,0.0,0.0,0.0,0.11210817493289764,0.11699318992952626,0.0,0.0,0.12533322695667315,0.0,0.0,0.1795206538198878,0.0,0.11819561328969169,0.11536863466451355,0.11150704986784003,0.0,0.11929292853394421,0.0,0.10643903118466301,0.1215541025425827,0.0,0.10962194784352516,0.13107997404114224,0.0,0.10471295955998197,0.11330865858632096,0.11112343305613549,0.09765376248220442,0.10872116133080861,0.10822137008163334,0.0,0.0,0.14993561718363044,0.0,0.10769658616923206,0.10704046320877594,0.10207622016945059,0.13319755517392573,0.09991883780512492,0.11430804013642329,0.19676865915842826,0.0,0.0,0.15385835492243996,0.007916252591335275,0.0,0.0,0.12541887238485883,0.0,0.0,0.0,0.0,0.0,0.0,0.11873448913069386,0.10537618384031819,0.0,0.0,0.11196650131528467,0.10876548726704181,0.1201244288323012,0.0,0.0,10091.jpg,2
0.0,0.0,0.0,0.17286566789195626,0.0,0.0,0.0,0.16625881996333833,0.16263057588281074,0.0,0.0,0.1681648228232928,0.0,0.0,0.1313862435030075,0.0,0.16789802035277615,0.16432115085013213,0.1685484152864859,0.0,0.17041780380862823,0.0,0.16649235221126535,0.1687067278609459,0.0,0.16606133169332088,0.1646927577997576,0.0,0.16654709394049985,0.16111978406545774,0.1663705182274758,0.16376757507099576,0.16472568612662852,0.16438088844578644,0.0,0.0,0.1621111317989158,0.0,0.1662771232858336,0.16541298600143026,0.1667392337933213,0.16926172265897052,0.16355213041731453,0.16684629209144336,0.17700530615325308,0.0,0.0,0.1736442186235053,0.0,0.0,0.0,0.16706370936961148,0.0,0.0,0.0,0.0,0.0,0.0,0.168128629054663,0.16390922687879012,0.0,0.0,0.15329526600081944,0.1634442004543745,0.16599310871531178,0.0,0.0,101.png,2
0.0,0.0,0.0,0.091643805835169,0.0,0.0,0.0,0.0568485936174241,0.055553482634017555,0.0,0.0,0.05950337504245735,0.0,0.0,0.07103291525339445,0.0,0.0573851762714982,0.05807771419724861,0.054008305502713974,0.0,0.06621277372925023,0.0,0.05538860760147192,0.057808423821535,0.0,0.053948996017835774,0.06193479146205919,0.0,0.05363876430004014,0.05236753855525799,0.055272116944780944,0.051480995733473374,0.05486897181867617,0.055085698960271094,0.0,0.0,0.06695129585989817,0.0,0.053786164472333226,0.05448960148304528,0.05215641080318099,0.06825537386862902,0.05448153645254686,0.05655002016213527,0.08537692434083592,0.0,0.0,0.06905589839661139,0.015593672577080896,0.0,0.0,0.058544136844074016,0.0,0.0,0.0,0.0,0.0,0.0,0.058530270695231194,0.05376310427733176,0.0,0.0,0.054520662324795244,0.0543498547214075,0.058128326025350986,0.0,0.0,10107.jpg,2
0.0,0.0,0.0,0.2864735153025399,0.0,0.0,0.0,0.1368252189192099,0.14359212351928574,0.0,0.0,0.15048068604817258,0.0,0.0,0.20868221775116416,0.0,0.14256335931318956,0.14072356966044944,0.13744444415971546,0.0,0.14461460735443116,0.0,0.13174811261049377,0.14750602267815582,0.0,0.13431563436857227,0.15311278560889263,0.0,0.12972032597125127,0.13493200660990645,0.13664123700729658,0.12282112915707859,0.13375513851318516,0.13223832080842593,0.0,0.0,0.1759844036327079,0.0,0.13286544985702536,0.13207301234600546,0.12800284323034977,0.15634986503378137,0.12376623568500111,0.1400753825928809,0.22352004755435226,0.0,0.0,0.1808958242987684,0.009666025074602172,0.0,0.0,0.1516999453946305,0.0,0.0,0.0,0.0,0.0,0.0,0.14489620578750442,0.12945344724362282,0.0,0.0,0.13303418905052708,0.1330155546744725,0.14537839869910135,0.0,0.0,10192.jpg,2
0.0,0.0,0.0,0.010726884372867502,0.0,0.0,0.0,0.05033362074067754,0.04264438200582478,0.0,0.0,0.04725605187216713,0.0,0.0,0.0073278351156813495,0.0,0.04763758356373978,0.04754592905465374,0.05180886317971298,0.0,0.040289306986260646,0.0,0.049004862543799155,0.04736118566477058,0.0,0.050792890727978796,0.05768395797801798,0.0,0.05047583346610317,0.052018066356802437,0.04997177282981965,0.04966860404814048,0.05089247203954975,0.049896952550693374,0.0,0.0,0.04830714434092195,0.0,0.05296125468350534,0.04953931675187731,0.05105494724161998,0.04378415589640944,0.05239720355467465,0.04966908254399921,0.040003551013791265,0.0,0.0,0.04036303591108794,0.0,0.0,0.0,0.05081349675323593,0.0,0.0,0.0,0.0,0.0,0.0,0.049553466352389844,0.05118021860892196,0.0,0.0,0.05200048537920742,0.049975700941935736,0.046914001708183495,0.0,0.0,102.png,2
0.0,0.0,0.0,0.05863949804022527,0.0,0.0,0.0,0.046146471000822455,0.04217874355941785,0.0,0.0,0.0472655511529928,0.0,0.0,0.04685365745130995,0.0,0.04570709709712973,0.046377494888068,0.04622619814404122,0.0,0.05143054418531184,0.0,0.046204371222747384,0.047014353524308876,0.0,0.04489215835157467,0.04669318979816636,0.0,0.046474876670777036,0.04294027132109906,0.045748914834524534,0.044262870462654244,0.04545244798590542,0.04456514441031085,0.0,0.0,0.0459828464604518,0.0,0.04589414944159084,0.04527735901021845,0.04748155902180763,0.04601269338279634,0.046646852872260586,0.04603402237207313,0.057333624138287125,0.0,0.0,0.05105592492892767,0.01830333720165882,0.0,0.0,0.046415938327462734,0.0,0.0,0.0,0.0,0.0,0.0,0.04766088510343858,0.04423059697625887,0.0,0.0,0.03754368251368729,0.04476862534852174,0.046632944151796814,0.0,0.0,10293.jpg,2
